expected_price,predicted_price
2076.64,5129.0
575.1399999999999,898.0
1719.14,1489.0
1132.84,975.0
1193.65,588.0
1047.0400000000002,362.0
660.94,1258.0
546.54,979.0
1075.64,1670.0
1576.1400000000003,3066.0
2148.14,2525.0
789.6399999999999,2149.0
2760.43,1799.0
646.6400000000001,749.0
4293.14,1406.0
1433.1399999999999,1367.0
575.1399999999999,429.0
5723.140000000001,9031.0
975.54,1361.0
3166.27,1893.0
3706.84,3893.0
2513.53,2283.0
946.94,2821.0
23583.84,8401.0
489.34000000000015,1484.0
4007.1399999999994,3697.0
5422.84,4412.0
2291.14,3252.0
2235.89,1761.0
2227.78,3217.0
1605.77,2357.0
1032.74,477.0
5294.14,4844.0
1132.84,755.0
6366.64,4808.0
1719.14,1733.0
1879.94,4717.0
5437.14,4864.0
983.9099999999999,1512.0
1719.14,3175.0
803.94,860.0
4293.14,3319.0
1147.14,1466.0
801.71,1147.0
2005.14,2900.0
1719.14,1336.0
1433.1399999999999,2996.0
2648.64,2667.0
2870.09,4951.0
432.1399999999999,2340.0
1719.14,2536.0
1576.1400000000003,1996.0
4101.5,1856.0
1418.84,1549.0
2577.14,4167.0
1380.43,2486.0
6438.140000000001,2243.0
932.6399999999999,1034.0
2027.61,2461.0
989.8400000000001,1045.0
2679.28,2089.0
2100.09,3243.0
1361.64,1262.0
961.2399999999998,817.0
5222.64,3529.0
6438.140000000001,3545.0
525.6299999999999,2917.0
4264.54,5164.0
1433.1399999999999,1536.0
1333.04,1897.0
861.1399999999999,379.0
2148.14,3938.0
1147.14,2982.0
932.6399999999999,708.0
5008.14,1407.0
3578.14,2635.0
1290.14,1539.0
2505.64,1762.0
5723.140000000001,5081.0
3435.14,2675.0
5437.14,3019.0
6815.139999999999,8675.0
5723.140000000001,4382.0
1290.14,2683.0
2148.14,1735.0
1118.54,1747.0
646.6400000000001,1411.0
1290.14,2396.0
2577.14,589.0
4579.14,2986.0
5236.94,4891.0
5008.14,4523.0
10442.14,6941.0
1275.84,1378.0
1790.64,2299.0
789.6399999999999,546.0
1370.51,3035.0
1361.64,3074.0
3273.95,2268.0
2401.28,1163.0
5079.64,3763.0
1361.64,1142.0
718.1399999999996,1428.0
1704.8399999999997,2565.0
1400.79,2306.0
1719.14,3668.0
1004.1400000000001,1581.0
5151.14,3012.0
603.74,54.0
1576.1400000000003,1554.0
785.9199999999998,2413.0
1290.14,1543.0
475.74,-215.0
2720.14,1592.0
2092.0,2282.0
3435.14,3070.0
1790.64,2568.0
1862.14,1469.0
2048.04,2860.0
5723.140000000001,4440.0
575.1399999999999,1581.0
1147.14,922.0
1141.42,2686.0
1361.64,2077.0
2291.14,1416.0
939.6200000000001,433.0
1752.77,2234.0
4293.14,3913.0
5723.140000000001,4081.0
1676.24,3078.0
2005.14,1498.0
1272.71,1144.0
3935.6400000000003,4608.0
1576.1400000000003,1607.0
1004.1400000000001,1121.0
1147.14,1908.0
718.1399999999996,1207.0
660.94,1823.0
1647.64,1020.0
1433.1399999999999,1884.0
2148.14,2631.0
389.24000000000024,767.0
2863.14,6059.0
1204.34,832.0
13159.14,5381.0
2148.14,2345.0
1075.64,2300.0
1690.54,2324.0
30031.729999999996,4889.0
1433.1399999999999,3066.0
4007.1399999999994,1603.0
2148.14,2424.0
1572.78,1795.0
4865.14,3813.0
2148.14,2362.0
1790.64,2269.0
4293.14,2811.0
3149.14,3508.0
2508.18,3093.0
2148.14,2212.0
3978.54,4059.0
1005.79,1891.0
3263.54,4202.0
1862.14,1587.0
2262.54,3777.0
2577.14,1714.0
1862.14,1694.0
2291.14,2465.0
2148.14,3386.0
6298.52,5079.0
718.1399999999996,177.0
3753.15,4425.0
2148.14,3670.0
4293.14,2687.0
723.95,2158.0
5587.64,3834.0
2076.64,2407.0
1433.1399999999999,3395.0
575.1399999999999,378.0
1576.1400000000003,2904.0
2863.14,4762.0
5723.140000000001,3889.0
3435.14,2208.0
1004.1400000000001,970.0
1075.64,2215.0
3578.14,1933.0
832.54,700.0
660.94,1287.0
2076.64,4581.0
718.1399999999996,1143.0
2219.64,2509.0
575.1399999999999,965.0
2148.14,1883.0
861.1399999999999,521.0
761.0399999999997,1294.0
2863.14,3933.0
718.1399999999996,1670.0
1697.7400000000002,1229.0
4579.14,1607.0
861.1399999999999,1306.0
1333.04,1445.0
971.8899999999999,1708.0
1719.14,937.0
4135.84,3513.0
975.54,1454.0
1815.56,1940.0
1647.64,4812.0
4927.6,4560.0
846.8400000000001,853.0
1862.14,1554.0
2818.32,4146.0
1290.14,1274.0
1290.14,1301.0
2005.14,2058.0
2076.64,2894.0
1290.14,1867.0
2562.84,3746.0
1147.14,2507.0
1004.1400000000001,1166.0
1510.4299999999998,1709.0
989.8400000000001,1450.0
1032.74,1014.0
5008.14,2394.0
1547.54,930.0
2148.14,2556.0
4248.17,2379.0
1576.1400000000003,1203.0
4007.1399999999994,3698.0
861.1399999999999,1164.0
1075.64,2125.0
1075.64,1336.0
932.6399999999999,1016.0
3578.14,4549.0
1516.94,1357.0
1018.44,1058.0
4865.14,4153.0
1862.14,703.0
718.1399999999996,2390.0
1504.33,2367.0
1361.64,1450.0
1933.64,1193.0
5294.14,7681.0
932.6399999999999,2472.0
1433.1399999999999,2954.0
932.6399999999999,1425.0
975.54,937.0
6867.139999999999,3447.0
1147.14,1245.0
3523.49,7309.0
2105.24,1545.0
1361.64,1283.0
846.8400000000001,1776.0
1218.64,1222.0
1504.64,1320.0
3052.42,2805.0
1290.14,1270.0
1004.1400000000001,1874.0
2638.42,4137.0
3435.14,3455.0
972.1799999999998,3857.0
1397.22,960.0
1933.64,2767.0
2256.56,767.0
432.1399999999999,2216.0
2018.81,2993.0
1261.68,757.0
3835.54,4226.0
5379.39,3008.0
4293.14,3433.0
3415.43,2390.0
725.2,968.0
1433.1399999999999,2335.0
1218.64,1015.0
2076.64,1777.0
6295.14,11895.0
718.1399999999996,844.0
3578.14,5678.0
1790.64,3848.0
1576.1400000000003,1517.0
651.9000000000001,737.0
3220.64,3054.0
2045.53,3147.0
3006.14,2916.0
2148.14,3854.0
3578.14,3833.0
918.3400000000001,1332.0
4007.1399999999994,2823.0
1576.1400000000003,1136.0
4007.1399999999994,3754.0
475.03999999999996,1954.0
1719.14,1066.0
1004.1400000000001,1996.0
1290.14,3807.0
1290.14,2369.0
2148.14,1975.0
1629.7999999999997,2832.0
4007.1399999999994,1844.0
861.1399999999999,1406.0
589.44,2076.0
2148.14,2004.0
2863.14,576.0
1361.64,2977.0
1218.64,700.0
1222.82,1343.0
3220.64,1656.0
2119.54,1425.0
3721.14,4178.0
2148.14,1892.0
403.53999999999996,906.0
5090.42,1799.0
1719.14,2154.0
4865.14,2912.0
2372.1,1722.0
2889.26,4057.0
789.6399999999999,760.0
1404.54,3371.0
962.6599999999999,650.0
1361.64,959.0
4722.14,2292.0
2148.14,2782.0
1933.64,1853.0
932.6399999999999,1495.0
2648.64,2167.0
5580.14,5404.0
3363.64,3877.0
3152.18,3312.0
2362.64,1360.0
4579.14,3328.0
6647.23,7633.0
932.6399999999999,415.0
4686.96,2816.0
2005.14,1961.0
789.6399999999999,2790.0
2631.86,1707.0
4278.84,2701.0
4565.55,1796.0
3040.93,2521.0
1375.94,1648.0
689.5400000000002,1210.0
3149.14,3006.0
503.6399999999999,1274.0
5794.32,4747.0
1004.1400000000001,1928.0
718.1399999999996,823.0
1004.1400000000001,3673.0
1265.44,1843.0
1218.64,2404.0
718.1399999999996,1145.0
1046.12,1514.0
2863.14,3792.0
4650.52,3164.0
1147.14,983.0
1464.44,1672.0
3490.66,2350.0
2479.85,2976.0
2577.14,2860.0
5351.34,2589.0
932.6399999999999,1304.0
9512.64,4644.0
1851.05,2579.0
1348.02,4140.0
1118.54,3764.0
3578.14,3764.0
4020.49,4511.0
1104.24,1228.0
1004.1400000000001,3129.0
1218.64,3197.0
1647.64,3188.0
861.1399999999999,2502.0
563.72,52.0
968.5900000000001,1366.0
719.8700000000001,2111.0
3435.14,3687.0
2005.14,1768.0
718.1399999999996,3444.0
2005.14,2239.0
2076.64,1524.0
5723.140000000001,2285.0
1720.24,1900.0
1037.1399999999999,1450.0
4475.13,3497.0
2005.14,2771.0
1435.08,3061.0
1075.64,2636.0
861.1399999999999,2319.0
3621.04,2457.0
1147.14,1314.0
2291.14,3225.0
2045.12,2165.0
403.53999999999996,1239.0
1790.64,944.0
1770.95,4217.0
1693.33,3206.0
2148.14,3099.0
746.74,2549.0
1275.84,1715.0
6438.140000000001,3891.0
2833.39,1877.0
577.22,1147.0
5992.3,1794.0
5580.14,5489.0
946.26,2255.0
1576.1400000000003,1845.0
646.6400000000001,804.0
4680.84,5425.0
718.1399999999996,1043.0
3506.64,825.0
3435.14,4822.0
761.0399999999997,510.0
1661.59,2511.0
1290.14,1100.0
2291.14,4182.0
2999.37,5612.0
1422.16,1825.0
932.6399999999999,2117.0
1061.34,1885.0
1895.75,1712.0
704.5900000000001,1263.0
861.1399999999999,1431.0
432.1399999999999,1254.0
14586.21,6690.0
1504.64,1410.0
1518.93,937.0
2863.14,1282.0
3578.14,3844.0
2148.14,3446.0
3220.64,3764.0
1290.14,1491.0
2804.81,3776.0
1576.1400000000003,739.0
861.1399999999999,1219.0
7153.139999999999,3255.0
3811.92,5756.0
1290.14,1387.0
1004.1400000000001,1056.0
5751.0,5514.0
1790.64,1272.0
932.6399999999999,1374.0
6393.07,3880.0
1748.32,2071.0
2005.14,1624.0
1147.14,2172.0
4579.14,2541.0
1104.24,1047.0
2005.14,3821.0
2562.84,5104.0
3451.55,5347.0
484.5100000000002,1411.0
1218.64,784.0
4293.14,2470.0
1862.14,1612.0
1790.64,587.0
647.6500000000001,1173.0
1719.14,1096.0
848.6700000000001,1047.0
1357.46,1594.0
7153.139999999999,5855.0
703.8400000000001,655.0
3578.14,3603.0
1561.84,2116.0
4007.1399999999994,3212.0
2653.73,3514.0
932.6399999999999,1451.0
2648.64,4109.0
846.8400000000001,1281.0
4753.81,3107.0
8297.14,4941.0
1576.1400000000003,3308.0
861.1399999999999,1304.0
432.1399999999999,1202.0
2148.14,2078.0
904.04,1133.0
4830.27,1500.0
6009.14,4960.0
2291.14,2287.0
1807.25,1772.0
4291.64,3946.0
1504.64,2529.0
6080.64,5271.0
930.21,1667.0
1322.34,1216.0
1576.1400000000003,1339.0
1462.25,2112.0
868.25,1357.0
818.24,2136.0
2148.14,1969.0
1290.14,2094.0
2005.14,2053.0
3435.14,4032.0
2362.64,1363.0
5071.82,3132.0
1576.1400000000003,1708.0
7153.139999999999,6308.0
1361.64,1444.0
8460.9,6859.0
2148.14,2534.0
579.24,263.0
1004.1400000000001,2144.0
10803.74,5074.0
2362.64,1569.0
1418.84,598.0
1057.2600000000002,1766.0
1132.84,1383.0
2693.64,2954.0
1719.14,2637.0
5008.14,2913.0
1504.1,2866.0
3149.14,2385.0
861.1399999999999,1229.0
975.54,1633.0
5667.15,5593.0
1004.1400000000001,1755.0
5723.140000000001,5618.0
1218.64,1284.0
1459.14,1944.0
3706.84,3689.0
1939.21,2068.0
5179.74,2890.0
2291.14,2829.0
2763.04,2205.0
1719.14,1015.0
1004.1400000000001,1444.0
2168.9,4069.0
861.1399999999999,2363.0
1138.29,1934.0
432.1399999999999,930.0
6366.64,18710.0
2863.14,2232.0
2133.36,3998.0
1004.1400000000001,1469.0
2434.14,1987.0
1004.1400000000001,526.0
921.05,1173.0
1075.64,2270.0
2434.14,1594.0
3721.14,4484.0
4293.14,4152.0
962.9299999999998,1012.0
2148.14,969.0
861.1399999999999,1085.0
8769.04,5636.0
789.6399999999999,10.0
1147.14,1893.0
2362.64,2780.0
703.8400000000001,644.0
1218.64,1106.0
989.8400000000001,-168.0
689.5400000000002,1322.0
1147.14,1548.0
2863.14,2210.0
1147.14,2411.0
1719.14,1868.0
2577.14,2393.0
1132.84,1705.0
5769.109999999999,3839.0
1075.64,2153.0
3149.14,1137.0
8368.64,3818.0
2694.62,2333.0
1862.14,1431.0
932.6399999999999,2409.0
8297.14,6719.0
1290.14,3389.0
1054.96,1780.0
1954.63,2306.0
575.1399999999999,540.0
1504.64,1811.0
1147.14,643.0
1290.14,1809.0
2148.14,1776.0
1481.7999999999997,3857.0
3006.14,3890.0
2577.14,3403.0
2342.11,3162.0
2840.18,2456.0
6009.14,5577.0
1862.14,1237.0
718.1399999999996,1128.0
1862.14,2412.0
3202.78,2064.0
1147.14,1636.0
2791.64,5459.0
2148.14,2985.0
603.74,683.0
1218.64,1609.0
1862.14,2694.0
4464.74,5131.0
1004.1400000000001,1428.0
971.8899999999999,3814.0
1209.78,1606.0
1862.14,2074.0
2848.84,2691.0
1433.1399999999999,1208.0
2291.14,1821.0
1433.1399999999999,1062.0
5723.140000000001,2049.0
2148.14,2795.0
1647.64,884.0
3455.2,4940.0
2419.84,1234.0
1576.1400000000003,1258.0
646.6400000000001,742.0
3578.14,3295.0
1647.64,1528.0
3578.14,3215.0
1004.1400000000001,4392.0
718.1399999999996,5.0
895.72,2243.0
5294.14,5229.0
1862.14,1582.0
4150.14,2824.0
1061.34,2210.0
2213.15,3526.0
887.9099999999999,176.0
718.1399999999996,1314.0
3864.14,1531.0
1290.14,1977.0
5008.14,3669.0
575.1399999999999,1891.0
1504.64,2035.0
1290.14,1296.0
2720.14,3435.0
1790.64,2543.0
1504.64,952.0
2720.14,2950.0
4878.14,3361.0
1504.64,1170.0
1004.1400000000001,812.0
718.1399999999996,839.0
1211.01,1551.0
17878.140000000003,5856.0
3692.54,3480.0
1075.64,536.0
2863.14,5984.0
2076.64,2671.0
2291.14,1742.0
1147.14,3660.0
1004.1400000000001,997.0
3995.99,4819.0
2148.14,1673.0
1147.14,2243.0
5565.84,5709.0
2577.14,2699.0
1433.1399999999999,2494.0
1933.64,2498.0
603.74,915.0
1252.12,790.0
1147.14,2313.0
1032.74,1386.0
10931.07,7951.0
1190.04,1857.0
1147.14,2486.0
1933.64,2948.0
1004.1400000000001,1295.0
1075.64,790.0
575.1399999999999,1204.0
1719.14,2184.0
1004.1400000000001,1532.0
1218.64,2033.0
2385.37,2072.0
1297.26,560.0
533.22,1276.0
2577.14,2369.0
575.1399999999999,646.0
7932.300000000001,6621.0
1933.64,2309.0
1275.84,951.0
2083.14,1476.0
4007.1399999999994,3029.0
3006.14,2109.0
4579.14,1948.0
616.3100000000002,1578.0
646.6400000000001,1230.0
575.1399999999999,1635.0
4865.14,2296.0
2512.13,2836.0
2005.14,1452.0
1363.52,909.0
1004.1400000000001,1129.0
2088.25,3120.0
2133.84,2344.0
2291.14,2332.0
1576.1400000000003,2473.0
10789.9,4462.0
861.1399999999999,2446.0
1075.64,2050.0
14303.14,7018.0
2148.14,5419.0
2005.14,5377.0
1790.64,648.0
1554.29,2474.0
2577.14,2379.0
852.4000000000001,2397.0
2412.98,2867.0
1175.74,2797.0
1704.8399999999997,1349.0
2148.14,1566.0
403.53999999999996,2768.0
4393.66,5588.0
974.03,1501.0
1719.14,2459.0
789.6399999999999,2422.0
1290.14,2452.0
2148.14,2319.0
1699.37,2989.0
2148.14,4866.0
2763.04,2649.0
932.6399999999999,836.0
1933.64,2136.0
4338.8,4190.0
6724.139999999999,4115.0
503.6399999999999,714.0
932.6399999999999,3710.0
1147.14,3219.0
1806.12,1578.0
1147.14,763.0
432.1399999999999,3011.0
861.1399999999999,1528.0
989.8400000000001,1543.0
3523.49,2545.0
7296.139999999999,4555.0
3451.64,1816.0
1023.0200000000002,4551.0
5013.48,3011.0
1933.64,2701.0
1445.51,739.0
1842.26,1772.0
608.8699999999997,1773.0
1075.64,2199.0
4793.64,5558.0
538.2799999999997,2022.0
1433.1399999999999,3271.0
646.6400000000001,2230.0
1147.14,1021.0
1218.64,1048.0
4007.1399999999994,2617.0
4663.78,4733.0
6680.629999999999,3606.0
4865.14,4638.0
2577.14,3084.0
2076.64,1428.0
1719.14,1672.0
1418.84,1130.0
861.1399999999999,1734.0
1576.1400000000003,2695.0
968.45,1650.0
932.6399999999999,1236.0
3006.14,2579.0
4293.14,3343.0
1132.84,3077.0
646.6400000000001,969.0
1147.14,1670.0
1433.1399999999999,2140.0
3578.14,4398.0
8368.64,5614.0
2219.64,3398.0
2362.64,1754.0
1862.14,3231.0
789.6399999999999,1405.0
2720.14,1567.0
932.6399999999999,927.0
12007.79,2017.0
2514.67,1025.0
1533.24,1874.0
2591.44,2818.0
1290.14,1509.0
4865.14,2103.0
1933.64,2044.0
1290.14,3148.0
9298.14,2216.0
2577.14,2196.0
861.1399999999999,1175.0
1361.64,1918.0
1719.14,1847.0
10013.14,6166.0
2863.14,3726.0
3049.83,2418.0
3034.09,3175.0
9727.14,16077.0
1862.14,5006.0
2076.64,1282.0
2291.14,1947.0
1862.14,1008.0
3129.44,2571.0
403.53999999999996,3365.0
1089.9400000000003,2870.0
2148.14,3020.0
2720.14,2425.0
1361.64,3072.0
1576.1400000000003,2188.0
1275.84,1310.0
1043.34,1424.0
2577.14,3024.0
1647.64,1108.0
2148.14,2930.0
4007.1399999999994,2151.0
3506.64,3771.0
3415.4,3010.0
2577.14,1622.0
3983.54,5071.0
5151.14,3317.0
1147.14,2216.0
3687.12,4051.0
575.1399999999999,414.0
1458.73,1733.0
4260.31,4448.0
3506.64,1574.0
2886.11,3016.0
3149.14,4085.0
1353.3,2429.0
1790.64,2835.0
1447.44,1691.0
1275.84,585.0
2838.83,2908.0
1104.24,1477.0
1933.64,1597.0
4150.14,2772.0
8428.37,5094.0
2083.85,1522.0
1004.1400000000001,2021.0
1842.11,1459.0
503.6399999999999,1268.0
3644.95,1661.0
861.1399999999999,643.0
2148.14,4408.0
4293.14,4059.0
2148.14,2961.0
660.94,1040.0
1862.14,1243.0
646.6400000000001,720.0
1958.23,1372.0
1433.1399999999999,1682.0
1933.64,1776.0
989.8400000000001,445.0
1290.14,2066.0
3792.64,2420.0
1075.64,5237.0
3792.64,3422.0
1862.14,2198.0
1504.62,981.0
2437.46,1622.0
4293.14,5426.0
3792.64,2698.0
3234.78,3696.0
882.8,1375.0
2577.14,2929.0
675.24,1226.0
2005.14,2508.0
4793.64,4580.0
1933.64,2044.0
4531.78,2625.0
989.8400000000001,1190.0
975.54,366.0
1268.08,1521.0
2007.92,3682.0
2005.14,3000.0
3296.59,1921.0
7582.139999999999,4894.0
6223.64,2958.0
1862.14,2190.0
2291.14,2328.0
2419.84,4545.0
1004.1400000000001,1499.0
671.73,1352.0
932.6399999999999,1513.0
2272.78,2214.0
1433.1399999999999,6027.0
4722.14,4451.0
1433.1399999999999,2173.0
2148.14,2354.0
2863.14,6089.0
3194.75,2878.0
1790.64,1687.0
5151.14,3681.0
1147.14,1922.0
932.6399999999999,1226.0
3578.14,2210.0
1361.64,1920.0
861.1399999999999,1909.0
3721.14,4411.0
1147.14,1485.0
5135.2,2430.0
703.8400000000001,623.0
10585.14,12035.0
4293.14,1821.0
1032.74,2151.0
718.1399999999996,1130.0
5151.14,4439.0
3435.14,862.0
1075.64,1066.0
10728.14,4719.0
4865.14,2178.0
1004.1400000000001,1398.0
5437.97,3252.0
1290.14,2273.0
2362.64,3078.0
1061.34,2285.0
566.23,1039.0
718.1399999999996,1820.0
5008.14,5130.0
575.1399999999999,418.0
761.0399999999997,1419.0
1218.64,1711.0
2148.14,1520.0
1433.1399999999999,2143.0
3377.94,3421.0
6080.64,5460.0
3435.14,2436.0
3435.14,2128.0
560.8400000000001,1550.0
5008.14,3688.0
1513.39,2434.0
6009.14,5452.0
2148.14,2332.0
2519.94,3041.0
4007.1399999999994,3895.0
1862.14,3526.0
1231.17,992.0
503.6399999999999,388.0
3077.64,2759.0
718.1399999999996,2934.0
1097.8,-789.0
1873.17,3582.0
861.1399999999999,2097.0
1328.17,1999.0
1361.64,1363.0
2184.13,2327.0
2280.91,2254.0
718.1399999999996,-383.0
718.1399999999996,1609.0
1004.1400000000001,3414.0
3506.64,3120.0
1461.74,893.0
6009.14,3694.0
5008.14,7517.0
4293.14,4975.0
1075.64,-179.0
1719.14,2221.0
2720.14,2336.0
6186.27,5176.0
861.1399999999999,418.0
932.6399999999999,1804.0
4007.1399999999994,2318.0
5008.14,6534.0
3006.14,4461.0
2291.14,784.0
605.1700000000003,354.0
2148.14,1975.0
3860.51,3532.0
1361.64,2069.0
4579.14,2880.0
3149.14,3613.0
1576.1400000000003,1413.0
2577.14,2162.0
1647.64,1339.0
2748.74,2957.0
861.1399999999999,729.0
1862.14,1654.0
1147.14,1471.0
1762.04,2660.0
1418.84,1018.0
1705.38,1566.0
789.6399999999999,1226.0
601.8699999999999,1385.0
952.26,1408.0
2591.44,1685.0
8495.55,3045.0
5008.14,3429.0
3292.14,2831.0
1004.1400000000001,1329.0
1999.2,2082.0
2148.14,2712.0
1361.64,2023.0
3292.14,3253.0
2577.14,4451.0
946.3899999999999,1761.0
1075.64,2086.0
689.5400000000002,1756.0
1433.67,1655.0
2148.14,4376.0
360.6399999999999,1466.0
6152.14,5155.0
1004.1400000000001,1119.0
1375.94,1187.0
1433.1399999999999,2129.0
2076.64,2027.0
1155.14,2174.0
2148.14,1249.0
1476.04,3458.0
1290.14,1531.0
4293.14,3521.0
1261.54,2319.0
2720.14,3605.0
4188.68,2130.0
2291.14,3830.0
5008.14,3246.0
1352.79,1976.0
2148.14,2180.0
1933.64,2266.0
1075.64,3493.0
3363.64,4477.0
2032.82,1971.0
3578.14,1840.0
575.1399999999999,1967.0
3277.84,1570.0
1147.14,2113.0
713.5500000000002,1399.0
7153.139999999999,9626.0
2005.14,1791.0
933.3000000000002,3018.0
1937.25,2485.0
3292.14,2832.0
1010.9000000000001,2110.0
2505.64,1439.0
2248.24,2486.0
1833.54,703.0
646.6400000000001,543.0
1647.64,1873.0
3149.14,5354.0
2650.66,2532.0
1719.14,1536.0
3470.2,3607.0
1433.1399999999999,3833.0
1868.84,797.0
1290.14,1872.0
3683.14,3683.0
1075.64,754.0
1533.24,1595.0
646.6400000000001,879.0
3578.14,4701.0
861.1399999999999,1371.0
989.8400000000001,946.0
3578.14,3341.0
2791.64,1830.0
1647.64,1295.0
1218.64,1744.0
6867.139999999999,4332.0
603.74,1340.0
946.94,869.0
1147.14,1541.0
3077.64,2392.0
575.1399999999999,740.0
